Day,Hour,Condition,Temperature,Wind,Relative_hum,Pressure
Tuesday 1 January 2019,00:00,Clear,1°,6,80%,1031 hPa
Tuesday 1 January 2019,00:30,Clear,1°,4,80%,1031 hPa
Tuesday 1 January 2019,01:00,Clear,0°,4,86%,1031 hPa
Tuesday 1 January 2019,01:30,Clear,-1°,4,86%,1031 hPa
Tuesday 1 January 2019,02:00,Clear,-2°,2,93%,1031 hPa
Tuesday 1 January 2019,02:30,Clear,-2°,4,93%,1030 hPa
Tuesday 1 January 2019,03:00,Clear,-2°,6,93%,1031 hPa
Tuesday 1 January 2019,03:30,Clear,-2°,4,93%,1031 hPa
Tuesday 1 January 2019,04:00,Clear,-1°,4,86%,1031 hPa
Tuesday 1 January 2019,04:30,Clear,-2°,4,93%,1031 hPa
Tuesday 1 January 2019,05:00,Clear,-3°,4,93%,1030 hPa
Tuesday 1 January 2019,05:30,Clear,-3°,2,93%,1030 hPa
Tuesday 1 January 2019,06:00,Clear,-3°,6,93%,1030 hPa
Tuesday 1 January 2019,06:30,Clear,-3°,4,93%,1030 hPa
Tuesday 1 January 2019,07:00,Clear,-3°,4,93%,1031 hPa
Tuesday 1 January 2019,07:30,Clear,-3°,6,93%,1031 hPa
Tuesday 1 January 2019,08:00,Clear,-3°,6,93%,1031 hPa
Tuesday 1 January 2019,08:30,Clear,-3°,6,93%,1031 hPa
Tuesday 1 January 2019,09:00,Clear,-3°,6,93%,1031 hPa
Tuesday 1 January 2019,09:30,Clear,-2°,6,86%,1032 hPa
Tuesday 1 January 2019,10:00,Clear,-1°,6,86%,1032 hPa
Tuesday 1 January 2019,10:30,Clear,1°,Calm,75%,1032 hPa
Tuesday 1 January 2019,11:00,Clear,2°,2,75%,1032 hPa
Tuesday 1 January 2019,11:30,Clear,4°,4,65%,1032 hPa
Tuesday 1 January 2019,12:00,Clear,5°,4,60%,1032 hPa
Tuesday 1 January 2019,12:30,Clear,8°,Calm,46%,1032 hPa
Tuesday 1 January 2019,13:00,Clear,9°,4,46%,1031 hPa
Tuesday 1 January 2019,13:30,Clear,10°,2,37%,1031 hPa
Tuesday 1 January 2019,14:00,Clear,12°,Calm,38%,1030 hPa
Tuesday 1 January 2019,14:30,Clear,13°,Calm,33%,1030 hPa
Tuesday 1 January 2019,15:00,Clear,13°,Calm,38%,1030 hPa
Tuesday 1 January 2019,15:30,Clear,14°,Calm,33%,1030 hPa
Tuesday 1 January 2019,16:00,Clear,13°,Calm,35%,1030 hPa
Tuesday 1 January 2019,16:30,Clear,14°,Calm,36%,1030 hPa
Tuesday 1 January 2019,17:00,Clear,15°,Calm,31%,1030 hPa
Tuesday 1 January 2019,17:30,Clear,13°,6,35%,1030 hPa
Tuesday 1 January 2019,18:00,Clear,11°,7,43%,1030 hPa
Tuesday 1 January 2019,18:30,Clear,9°,4,53%,1030 hPa
Tuesday 1 January 2019,19:00,Clear,5°,Calm,70%,1030 hPa
Tuesday 1 January 2019,19:30,Clear,5°,Calm,70%,1030 hPa
Tuesday 1 January 2019,20:00,Clear,3°,Calm,75%,1031 hPa
Tuesday 1 January 2019,20:30,Clear,4°,6,70%,1030 hPa
Tuesday 1 January 2019,21:00,Clear,2°,4,80%,1030 hPa
Tuesday 1 January 2019,21:30,Clear,2°,7,75%,1031 hPa
Tuesday 1 January 2019,22:00,Clear,2°,7,80%,1031 hPa
Tuesday 1 January 2019,22:30,Clear,2°,6,75%,1031 hPa
Tuesday 1 January 2019,23:00,Clear,1°,7,80%,1030 hPa
