Day,Hour,Condition,Temperature,Wind,Relative_hum,Pressure
Monday 1 January 2018,00:00,Clear,8°,19,57%,1030 hPa
Monday 1 January 2018,00:30,Clear,7°,15,66%,1030 hPa
Monday 1 January 2018,01:00,Clear,7°,20,66%,1030 hPa
Monday 1 January 2018,01:30,Clear,8°,19,61%,1030 hPa
Monday 1 January 2018,02:00,Clear,8°,20,57%,1030 hPa
Monday 1 January 2018,02:30,Clear,6°,15,65%,1030 hPa
Monday 1 January 2018,03:00,Clear,7°,13,66%,1030 hPa
Monday 1 January 2018,03:30,Clear,7°,20,61%,1030 hPa
Monday 1 January 2018,04:00,Clear,7°,26,>,44 57% 1030 hPa
Monday 1 January 2018,04:30,Clear,7°,17,57%,1031 hPa
Monday 1 January 2018,05:00,Clear,5°,13,70%,1031 hPa
Monday 1 January 2018,05:30,Clear,4°,9,75%,1031 hPa
Monday 1 January 2018,06:00,Clear,3°,7,87%,1031 hPa
Monday 1 January 2018,06:30,Clear,3°,11,93%,1030 hPa
Monday 1 January 2018,07:00,Clear,2°,9,100%,1030 hPa
Monday 1 January 2018,07:30,Clear,2°,7,93%,1031 hPa
Monday 1 January 2018,08:00,Clear,3°,7,87%,1031 hPa
Monday 1 January 2018,08:30,Clear,2°,4,87%,1031 hPa
Monday 1 January 2018,09:00,Clear,2°,7,93%,1031 hPa
Monday 1 January 2018,09:30,Clear,3°,11,87%,1032 hPa
Monday 1 January 2018,10:00,Clear,4°,9,87%,1032 hPa
Monday 1 January 2018,10:30,Clear,6°,7,75%,1032 hPa
Monday 1 January 2018,11:00,Clear,6°,4,81%,1033 hPa
Monday 1 January 2018,11:30,Clear,8°,7,66%,1032 hPa
Monday 1 January 2018,12:00,Clear,9°,15,>,35 61% 1032 hPa
Monday 1 January 2018,12:30,Clear,8°,22,>,48 66% 1031 hPa
Monday 1 January 2018,13:00,Clear,9°,26,66%,1031 hPa
Monday 1 January 2018,13:30,Clear,10°,24,>,54 53% 1031 hPa
Monday 1 January 2018,14:00,Clear,10°,26,57%,1030 hPa
Monday 1 January 2018,14:30,Clear,11°,19,50%,1030 hPa
Monday 1 January 2018,15:00,Fair,12°,26,47%,1029 hPa
Monday 1 January 2018,15:30,Fair,12°,20,>,41 50% 1029 hPa
Monday 1 January 2018,16:00,Fair,12°,22,>,56 54% 1029 hPa
Monday 1 January 2018,16:30,Fair,11°,24,>,52 62% 1029 hPa
Monday 1 January 2018,17:00,Fair,10°,28,66%,1029 hPa
Monday 1 January 2018,17:30,Fair,10°,20,71%,1029 hPa
Monday 1 January 2018,18:00,Fair,10°,24,71%,1029 hPa
Monday 1 January 2018,18:30,Fair,10°,26,>,48 71% 1029 hPa
Monday 1 January 2018,19:00,Fair,10°,26,76%,1029 hPa
Monday 1 January 2018,19:30,Fair,10°,20,76%,1030 hPa
Monday 1 January 2018,20:00,Fair,9°,20,81%,1030 hPa
Monday 1 January 2018,20:30,Fair,9°,28,81%,1030 hPa
Monday 1 January 2018,21:00,Fair,9°,32,81%,1030 hPa
Monday 1 January 2018,21:30,Fair,9°,35,81%,1030 hPa
Monday 1 January 2018,22:00,Clear,10°,32,76%,1030 hPa
Monday 1 January 2018,22:30,Clear,10°,20,76%,1030 hPa
Monday 1 January 2018,23:00,Clear,9°,20,81%,1031 hPa
Monday 1 January 2018,23:30,Clear,10°,30,71%,1031 hPa
Tuesday 2 January 2018,00:00,Clear,10°,33,71%,1031 hPa
Tuesday 2 January 2018,00:30,Clear,10°,26,71%,1031 hPa
Tuesday 2 January 2018,01:00,Clear,9°,24,76%,1031 hPa
Tuesday 2 January 2018,01:30,Fair,10°,24,66%,1031 hPa
Tuesday 2 January 2018,02:00,Clear,8°,20,81%,1031 hPa
Tuesday 2 January 2018,02:30,Clear,9°,20,76%,1031 hPa
Tuesday 2 January 2018,03:00,Clear,9°,17,71%,1030 hPa
Tuesday 2 January 2018,03:30,Clear,9°,20,71%,1031 hPa
Tuesday 2 January 2018,04:00,Clear,9°,22,66%,1031 hPa
Tuesday 2 January 2018,04:30,Clear,10°,20,62%,1030 hPa
Tuesday 2 January 2018,05:00,Clear,10°,22,62%,1030 hPa
Tuesday 2 January 2018,05:30,Clear,10°,22,62%,1030 hPa
Tuesday 2 January 2018,06:00,Clear,10°,22,62%,1030 hPa
Tuesday 2 January 2018,06:30,Clear,10°,20,62%,1030 hPa
Tuesday 2 January 2018,07:00,Clear,10°,15,62%,1030 hPa
Tuesday 2 January 2018,07:30,Clear,10°,17,>,35 62% 1030 hPa
Tuesday 2 January 2018,08:00,Clear,11°,17,>,35 62% 1030 hPa
Tuesday 2 January 2018,08:30,Clear,10°,13,62%,1030 hPa
Tuesday 2 January 2018,09:00,Clear,9°,7,66%,1031 hPa
Tuesday 2 January 2018,09:30,Clear,7°,6,76%,1031 hPa
Tuesday 2 January 2018,10:00,Clear,7°,11,81%,1031 hPa
Tuesday 2 January 2018,10:30,Clear,8°,11,76%,1032 hPa
Tuesday 2 January 2018,11:00,Clear,10°,17,>,43 71% 1032 hPa
Tuesday 2 January 2018,11:30,Clear,11°,9,66%,1032 hPa
